sid,search,"splunk_server","_time","is_realtime","event_count","exec_time","result_count","scan_count",status,"total_run_time","savedsearch_name","api_et","api_lt","search_et","search_lt","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_status","__mv_total_run_time","__mv_savedsearch_name","__mv_api_et","__mv_api_lt","__mv_search_et","__mv_search_lt"
"admin__admin__SplunkAppForWebAnalytics__search4_1475219521.180","| rest /servicesNS/-/-/data/models splunk_server=local | rename ""acceleration.earliest_time"" as Acceleration_Retention ""eai:acl.app"" as App ""acceleration.cron_schedule"" as Cron ""acceleration"" as Acceleration title AS Data_Model | table Data_Model App Acceleration Cron Acceleration_Retention updated  | eval Cron=if(isnull(Cron),"""",Cron) | join App type=outer [| rest /servicesNS/nobody/SplunkAppForWebAnalytics/admin/summarization/tstats:DM_SplunkAppForWebAnalytics_Web splunk_server=local | fields eai:acl.app summary*  | rename summary.access_count AS ""Access_Count""  summary.access_time AS ""Last_Access"" summary.buckets AS ""Buckets"" summary.complete AS ""Status"" summary.size AS ""Size_on_Disk_(Mb)"" summary.last_error AS ""Last_Error"" summary.time_range AS ""Summary_Range"" summary.mod_time AS ""Updated"" summary.earliest_time AS ""Min_Time"" summary.latest_time AS ""Max_Time"" summary.is_inprogress AS ""Summary_in_Progress"" eai:acl.app AS App | eval Status=round(Status*100,2).""%"" ] | table Data_Model App Acceleration Acceleration_Retention Cron Summary_in_Progress Status Size_on_Disk_(Mb) Last_Error Min_Time Max_Time Now_Time Lag_Seconds Lag_Minutes Lag_Hours | where like(Data_Model,""Web"") | eval Status=if(isnull(Status),""0.00%"",Status) | fields Acceleration Status | transpose | rename column AS Web ""row 1"" as Value | eval Check=Value | append [| tstats summariesonly=t  count AS Events FROM datamodel=Web | transpose | rename column AS Web ""row 1"" AS Value | eval Check=Value]",testingserver,"1475219521.015420",0,0,1475219521,3,0,completed,"1.076000",search4,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__RMD516e4c269ecc047aa_1475219521.181","| outputlookup WA_settings.csv createinapp=t append=t",testingserver,"1475219521.074502",0,0,1475219521,0,0,completed,"0.096000","createlookup_settings",,,,,,,,,,,,,,,,,,,,
"1475219601.184","| eventcount list_vix=false summarize=false index=* index=_* | dedup index",testingserver,"1475219601.644642",0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1475219654.185","| eventcount list_vix=false summarize=false index=* index=_* | dedup index",testingserver,"1475219654.970574",0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"rt_1475219682.186","| metadata type=sourcetypes | search totalCount > 0",testingserver,"1475219682.705444",1,0,1475219682,0,0,canceled,"40.247000",,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475219688.187","search tag=web | head 5 | stats count AS Events | eval Check=Events",testingserver,"1475219688.247320",0,5,1475219688,1,55,completed,"0.380000",search1,"1420038000.000000000","1475219688.000000000","1420038000.000000000","1475219688.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search2_1475219688.188","| tstats prestats=t count where index=* by host,source,sourcetype  | search [rest /services/properties/eventtypes/web-traffic/search splunk_server=local | eval search=value] | stats count AS events by host, source  |  lookup WA_settings source AS source host AS host OUTPUTNEW value AS site | eval Check=site | fields host source Check",testingserver,"1475219688.262537",0,25043,1475219688,1,25043,completed,"0.222000",search2,,"1475219688.000000000",,"1475219688.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__RMD594eb352e8b5d09df_1475219689.190","| outputlookup WA_goals.csv createinapp=t append=t",testingserver,"1475219689.385310",0,0,1475219689,0,0,completed,"0.207000","createlookup_goals",,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search4_1475219689.191","| rest /servicesNS/-/-/data/models splunk_server=local | rename ""acceleration.earliest_time"" as Acceleration_Retention ""eai:acl.app"" as App ""acceleration.cron_schedule"" as Cron ""acceleration"" as Acceleration title AS Data_Model | table Data_Model App Acceleration Cron Acceleration_Retention updated  | eval Cron=if(isnull(Cron),"""",Cron) | join App type=outer [| rest /servicesNS/nobody/SplunkAppForWebAnalytics/admin/summarization/tstats:DM_SplunkAppForWebAnalytics_Web splunk_server=local | fields eai:acl.app summary*  | rename summary.access_count AS ""Access_Count""  summary.access_time AS ""Last_Access"" summary.buckets AS ""Buckets"" summary.complete AS ""Status"" summary.size AS ""Size_on_Disk_(Mb)"" summary.last_error AS ""Last_Error"" summary.time_range AS ""Summary_Range"" summary.mod_time AS ""Updated"" summary.earliest_time AS ""Min_Time"" summary.latest_time AS ""Max_Time"" summary.is_inprogress AS ""Summary_in_Progress"" eai:acl.app AS App | eval Status=round(Status*100,2).""%"" ] | table Data_Model App Acceleration Acceleration_Retention Cron Summary_in_Progress Status Size_on_Disk_(Mb) Last_Error Min_Time Max_Time Now_Time Lag_Seconds Lag_Minutes Lag_Hours | where like(Data_Model,""Web"") | eval Status=if(isnull(Status),""0.00%"",Status) | fields Acceleration Status | transpose | rename column AS Web ""row 1"" as Value | eval Check=Value | append [| tstats summariesonly=t  count AS Events FROM datamodel=Web | transpose | rename column AS Web ""row 1"" AS Value | eval Check=Value]",testingserver,"1475219689.402140",0,0,1475219689,3,0,completed,"0.513000",search4,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__RMD516e4c269ecc047aa_1475219689.192","| outputlookup WA_settings.csv createinapp=t append=t",testingserver,"1475219689.493647",0,0,1475219689,0,0,completed,"0.027000","createlookup_settings",,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__RMD516e4c269ecc047aa_1475219705.193","| outputlookup WA_settings.csv createinapp=t append=t",testingserver,"1475219705.328673",0,0,1475219705,0,0,completed,"0.015000","createlookup_settings",,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475219705.194","| inputlookup WA_settings.csv | search key=site | fields value host source | rename value AS Site, host AS Host, source as Source",testingserver,"1475219705.338115",0,0,1475219705,1,0,completed,"0.025000",search1,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search2_1475219705.195","| metasearch | search [rest /services/properties/eventtypes/web-traffic/search splunk_server=local| eval search=value] | stats count AS events by host, source | search host=*** OR source=***   | lookup WA_settings source AS source host AS host OUTPUTNEW value AS site | eval Configured=site | fields host source Configured site events",testingserver,"1475219705.346382",0,25043,1475219705,1,25043,completed,"0.228000",search2,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search3_1475219755.196","| inputlookup WA_sessions | stats dc(http_session) AS Sessions | appendcols [| inputlookup WA_pages | stats dc(http_request) AS Pages] | transpose | rename column AS Lookup ""row 1"" as Count | eval Check=Count",testingserver,"1475219755.796832",0,0,1475219755,2,0,completed,"0.064000",search3,,,,,,,,,,,,,,,,,,,,
"1475219870.201","| rest /servicesNS/-/-/data/models splunk_server=local | rename ""acceleration.earliest_time"" as Acceleration_Retention ""eai:acl.app"" as App ""acceleration.cron_schedule"" as Cron ""acceleration"" as Acceleration title AS Data_Model | table Data_Model App Acceleration Cron Acceleration_Retention updated  | eval Cron=if(isnull(Cron),"""",Cron) | join App type=outer [| rest /servicesNS/nobody/SplunkAppForWebAnalytics/admin/summarization/tstats:DM_SplunkAppForWebAnalytics_Web splunk_server=local | fields eai:acl.app summary*  | rename summary.access_count AS ""Access_Count""  summary.access_time AS ""Last_Access"" summary.buckets AS ""Buckets"" summary.complete AS ""Status"" summary.size AS ""Size_on_Disk_(Mb)"" summary.last_error AS ""Last_Error"" summary.time_range AS ""Summary_Range"" summary.mod_time AS ""Updated"" summary.earliest_time AS ""Min_Time"" summary.latest_time AS ""Max_Time"" summary.is_inprogress AS ""Summary_in_Progress"" eai:acl.app AS App | eval Status=round(Status*100,2).""%"" ] | table Data_Model App Acceleration Acceleration_Retention Cron Summary_in_Progress Status Size_on_Disk_(Mb) Last_Error Min_Time Max_Time Now_Time Lag_Seconds Lag_Minutes Lag_Hours | where like(Data_Model,""Web"") | eval Status=if(isnull(Status),""0.00%"",Status) | fields Acceleration Status ",testingserver,"1475219870.502556",0,0,1475219870,1,0,completed,"0.347000",,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475219881.203","search tag=web | head 5 | stats count AS Events | eval Check=Events",testingserver,"1475219881.300312",0,5,1475219881,1,55,completed,"0.308000",search1,"1420038000.000000000","1475219881.000000000","1420038000.000000000","1475219881.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search2_1475219881.204","| tstats prestats=t count where index=* by host,source,sourcetype  | search [rest /services/properties/eventtypes/web-traffic/search splunk_server=local | eval search=value] | stats count AS events by host, source  |  lookup WA_settings source AS source host AS host OUTPUTNEW value AS site | eval Check=site | fields host source Check",testingserver,"1475219881.322166",0,25043,1475219881,1,25043,completed,"0.147000",search2,,"1475219881.000000000",,"1475219881.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search3_1475219882.206","| inputlookup WA_sessions | stats dc(http_session) AS Sessions | appendcols [| inputlookup WA_pages | stats dc(http_request) AS Pages] | transpose | rename column AS Lookup ""row 1"" as Count | eval Check=Count",testingserver,"1475219882.584509",0,0,1475219882,2,0,completed,"0.410000",search3,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search4_1475219882.207","| rest /servicesNS/-/-/data/models splunk_server=local | rename ""acceleration.earliest_time"" as Acceleration_Retention ""eai:acl.app"" as App ""acceleration.cron_schedule"" as Cron ""acceleration"" as Acceleration title AS Data_Model | table Data_Model App Acceleration Cron Acceleration_Retention updated  | eval Cron=if(isnull(Cron),"""",Cron) | join App type=outer [| rest /servicesNS/nobody/SplunkAppForWebAnalytics/admin/summarization/tstats:DM_SplunkAppForWebAnalytics_Web splunk_server=local | fields eai:acl.app summary*  | rename summary.access_count AS ""Access_Count""  summary.access_time AS ""Last_Access"" summary.buckets AS ""Buckets"" summary.complete AS ""Status"" summary.size AS ""Size_on_Disk_(Mb)"" summary.last_error AS ""Last_Error"" summary.time_range AS ""Summary_Range"" summary.mod_time AS ""Updated"" summary.earliest_time AS ""Min_Time"" summary.latest_time AS ""Max_Time"" summary.is_inprogress AS ""Summary_in_Progress"" eai:acl.app AS App | eval Status=round(Status*100,2).""%"" ] | table Data_Model App Acceleration Acceleration_Retention Cron Summary_in_Progress Status Size_on_Disk_(Mb) Last_Error Min_Time Max_Time Now_Time Lag_Seconds Lag_Minutes Lag_Hours | where like(Data_Model,""Web"") | eval Status=if(isnull(Status),""0.00%"",Status) | fields Acceleration Status | transpose | rename column AS Web ""row 1"" as Value | eval Check=Value | append [| tstats summariesonly=t  count AS Events FROM datamodel=Web | transpose | rename column AS Web ""row 1"" AS Value | eval Check=Value]",testingserver,"1475219882.598543",0,0,1475219882,3,0,completed,"0.483000",search4,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__RMD516e4c269ecc047aa_1475219882.208","| outputlookup WA_settings.csv createinapp=t append=t",testingserver,"1475219882.679353",0,0,1475219882,0,0,completed,"0.080000","createlookup_settings",,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__RMD594eb352e8b5d09df_1475219882.209","| outputlookup WA_goals.csv createinapp=t append=t",testingserver,"1475219882.705981",0,0,1475219882,0,0,completed,"0.037000","createlookup_goals",,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search3_1475219899.211","|inputlookup WA_settings.csv | search key=site | fields value source | dedup value",testingserver,"1475219899.225538",0,0,1475219899,1,0,completed,"0.015000",search3,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475219904.213","|tstats summariesonly=t prestats=t dc(Web.http_session) FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session,Web.ua_family _time span=1d | timechart span=1d dc(Web.http_session) by Web.ua_family  | rename Web.ua_family  AS ""Browser "" | fields - VALUE",testingserver,"1475219904.285956",0,1377,1475219904,31,25043,completed,"0.280000",search1,"1472569200.000000000","1475219904.000000000","1472569200.000000000","1475219904.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search2_1475219954.214","| `analytics(ua_family,*)` | join type=outer ua_family  [| `analytics_goal(ua_family,1,*)`]  | join type=outer ua_family  [| `analytics_goal(ua_family,2,*)`]  | join type=outer ua_family  [| `analytics_goal(ua_family,3,*)`] | rename ua_family as ""Channel""           | sort -Sessions | fillnull ""Completed (Goal 1)"" ""Completed (Goal 2)"" ""Completed (Goal 3)"" | fillnull value=""0.00%"" ""Conversion Rate (Goal 1)"" ""Conversion Rate (Goal 2)"" ""Conversion Rate (Goal 3)"" | where NOT like('Channel',"""")",testingserver,"1475219954.254101",0,0,1475219954,0,0,canceled,"0.881000",search2,"1472569200.000000000","1475219954.000000000","1472569200.000000000","1475219954.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475219954.215","|tstats summariesonly=t prestats=t dc(Web.http_session) FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session,Web.ua_family _time span=1d | timechart span=1d dc(Web.http_session) by Web.ua_family  | rename Web.ua_family  AS ""Channel "" | fields - VALUE",testingserver,"1475219954.292069",0,0,1475219954,0,0,canceled,"0.133000",search1,"1472569200.000000000","1475219954.000000000","1472569200.000000000","1475219954.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475219954.216","|tstats summariesonly=t prestats=t dc(Web.http_session) FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session,Web.http_session_channel _time span=1d | timechart span=1d dc(Web.http_session) by Web.http_session_channel  | rename Web.http_session_channel  AS ""Channel "" | fields - VALUE",testingserver,"1475219954.335012",0,1377,1475219954,31,25043,canceled,"0.519000",search1,"1472569200.000000000","1475219954.000000000","1472569200.000000000","1475219954.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search2_1475219954.217","| `analytics(http_session_channel,*)` | join type=outer http_session_channel  [| `analytics_goal(http_session_channel,1,*)`]  | join type=outer http_session_channel  [| `analytics_goal(http_session_channel,2,*)`]  | join type=outer http_session_channel  [| `analytics_goal(http_session_channel,3,*)`] | rename http_session_channel as ""Channel""           | sort -Sessions | fillnull ""Completed (Goal 1)"" ""Completed (Goal 2)"" ""Completed (Goal 3)"" | fillnull value=""0.00%"" ""Conversion Rate (Goal 1)"" ""Conversion Rate (Goal 2)"" ""Conversion Rate (Goal 3)"" | where NOT like('Channel',"""")",testingserver,"1475219954.391166",0,1377,1475219954,5,25043,canceled,"0.809000",search2,"1472569200.000000000","1475219954.000000000","1472569200.000000000","1475219954.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475219960.218","|tstats summariesonly=t prestats=t dc(Web.http_session) FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session,Web.http_session_channel _time span=1d | timechart span=1d dc(Web.http_session) by Web.http_session_channel  | rename Web.http_session_channel  AS ""Mobile Device "" | fields - VALUE",testingserver,"1475219960.725108",0,0,1475219960,0,0,canceled,"0.097000",search1,"1472569200.000000000","1475219960.000000000","1472569200.000000000","1475219960.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search2_1475219960.219","| `analytics(http_session_channel,*)` | join type=outer http_session_channel  [| `analytics_goal(http_session_channel,1,*)`]  | join type=outer http_session_channel  [| `analytics_goal(http_session_channel,2,*)`]  | join type=outer http_session_channel  [| `analytics_goal(http_session_channel,3,*)`] | rename http_session_channel as ""Mobile Device""           | sort -Sessions | fillnull ""Completed (Goal 1)"" ""Completed (Goal 2)"" ""Completed (Goal 3)"" | fillnull value=""0.00%"" ""Conversion Rate (Goal 1)"" ""Conversion Rate (Goal 2)"" ""Conversion Rate (Goal 3)"" | where NOT like('Mobile Device',"""")",testingserver,"1475219960.745212",0,0,1475219960,0,0,canceled,"0.681000",search2,"1472569200.000000000","1475219960.000000000","1472569200.000000000","1475219960.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475219960.220","|tstats summariesonly=t prestats=t dc(Web.http_session) FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session,Web.ua_mobile _time span=1d | timechart span=1d dc(Web.http_session) by Web.ua_mobile  | rename Web.ua_mobile  AS ""Mobile Device "" | fields - VALUE",testingserver,"1475219960.778096",0,1377,1475219960,31,25043,canceled,"0.351000",search1,"1472569200.000000000","1475219960.000000000","1472569200.000000000","1475219960.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search2_1475219960.221","| `analytics(ua_mobile,*)` | join type=outer ua_mobile  [| `analytics_goal(ua_mobile,1,*)`]  | join type=outer ua_mobile  [| `analytics_goal(ua_mobile,2,*)`]  | join type=outer ua_mobile  [| `analytics_goal(ua_mobile,3,*)`] | rename ua_mobile as ""Mobile Device""           | sort -Sessions | fillnull ""Completed (Goal 1)"" ""Completed (Goal 2)"" ""Completed (Goal 3)"" | fillnull value=""0.00%"" ""Conversion Rate (Goal 1)"" ""Conversion Rate (Goal 2)"" ""Conversion Rate (Goal 3)"" | where NOT like('Mobile Device',"""")",testingserver,"1475219960.789775",0,1377,1475219961,41,25043,canceled,"0.713000",search2,"1472569200.000000000","1475219960.000000000","1472569200.000000000","1475219960.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search2_1475219966.222","| `analytics(ua_mobile,*)` | join type=outer ua_mobile  [| `analytics_goal(ua_mobile,1,*)`]  | join type=outer ua_mobile  [| `analytics_goal(ua_mobile,2,*)`]  | join type=outer ua_mobile  [| `analytics_goal(ua_mobile,3,*)`] | rename ua_mobile as ""OS""           | sort -Sessions | fillnull ""Completed (Goal 1)"" ""Completed (Goal 2)"" ""Completed (Goal 3)"" | fillnull value=""0.00%"" ""Conversion Rate (Goal 1)"" ""Conversion Rate (Goal 2)"" ""Conversion Rate (Goal 3)"" | where NOT like('OS',"""")",testingserver,"1475219966.476148",0,0,1475219966,0,0,canceled,"0.822000",search2,"1472569200.000000000","1475219966.000000000","1472569200.000000000","1475219966.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search2_1475219966.223","| `analytics(ua_os_family,*)` | join type=outer ua_os_family  [| `analytics_goal(ua_os_family,1,*)`]  | join type=outer ua_os_family  [| `analytics_goal(ua_os_family,2,*)`]  | join type=outer ua_os_family  [| `analytics_goal(ua_os_family,3,*)`] | rename ua_os_family as ""OS""           | sort -Sessions | fillnull ""Completed (Goal 1)"" ""Completed (Goal 2)"" ""Completed (Goal 3)"" | fillnull value=""0.00%"" ""Conversion Rate (Goal 1)"" ""Conversion Rate (Goal 2)"" ""Conversion Rate (Goal 3)"" | where NOT like('OS',"""")",testingserver,"1475219966.544916",0,1377,1475219966,12,25043,completed,"0.846000",search2,"1472569200.000000000","1475219966.000000000","1472569200.000000000","1475219966.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475219966.225","|tstats summariesonly=t prestats=t dc(Web.http_session) FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session,Web.ua_os_family _time span=1d | timechart span=1d dc(Web.http_session) by Web.ua_os_family  | rename Web.ua_os_family  AS ""OS "" | fields - VALUE",testingserver,"1475219966.572674",0,1377,1475219966,31,25043,completed,"0.454000",search1,"1472569200.000000000","1475219966.000000000","1472569200.000000000","1475219966.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475219972.226","|tstats summariesonly=t prestats=t dc(Web.http_session) FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session,Web.ua_os_family _time span=1d | timechart span=1d dc(Web.http_session) by Web.ua_os_family  | rename Web.ua_os_family  AS ""Referrer Domain "" | fields - VALUE",testingserver,"1475219972.337612",0,0,1475219972,0,0,canceled,"0.090000",search1,"1472569200.000000000","1475219972.000000000","1472569200.000000000","1475219972.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475219972.228","|tstats summariesonly=t prestats=t dc(Web.http_session) FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session,Web.http_session_referrer_domain _time span=1d | timechart span=1d dc(Web.http_session) by Web.http_session_referrer_domain  | rename Web.http_session_referrer_domain  AS ""Referrer Domain "" | fields - VALUE",testingserver,"1475219972.378019",0,1377,1475219972,31,25043,completed,"0.513000",search1,"1472569200.000000000","1475219972.000000000","1472569200.000000000","1475219972.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search15_1475219987.230","|inputlookup WA_settings.csv | search key=site | fields value source | dedup value",testingserver,"1475219987.053195",0,0,1475219987,1,0,completed,"0.015000",search15,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__base1_1475219988.231","| tstats summariesonly=t max(Web.http_session_pageviews) AS http_session_pageviews FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session",testingserver,"1475219988.609402",0,1377,1475219988,533,25043,completed,"1.213000",base1,"1472569200.000000000","1475219988.000000000","1472569200.000000000","1475219988.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__base2_1475219988.232","| tstats summariesonly=t count FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session,Web.clientip | iplocation Web.clientip",testingserver,"1475219988.618600",0,1377,1475219988,533,25043,completed,"1.550000",base2,"1472569200.000000000","1475219988.000000000","1472569200.000000000","1475219988.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search3_1475219988.234","| tstats summariesonly=t max(Web.http_session_pageviews) FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session | stats sum(max(Web.http_session_pageviews))",testingserver,"1475219988.642471",0,1377,1475219989,1,25043,completed,"1.428000",search3,"1472569200.000000000","1475219988.000000000","1472569200.000000000","1475219988.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search1_1475219988.236","| tstats summariesonly=t  count FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY _time span=1d,Web.http_session,Web.ua_mobile | timechart count(eval(len('Web.ua_mobile')=0)) AS Non-Mobile,sum(eval('Web.ua_mobile'!="""")) AS Mobile span=1d",testingserver,"1475219988.664580",0,1377,1475219989,31,25043,completed,"1.385000",search1,"1472569200.000000000","1475219988.000000000","1472569200.000000000","1475219988.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search8_1475219988.238","| tstats summariesonly=t count FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session,Web.ua_family | fields Web.ua_family Web.http_session | dedup Web.http_session | top Web.ua_family countfield=Sessions | eval percent=round(percent, 2) | eval percent=percent.""%"" | rename percent AS ""% Sessions"" | rename Web.ua_family as Browser",testingserver,"1475219988.713334",0,1377,1475219990,10,25043,completed,"0.367000",search8,"1472569200.000000000","1475219988.000000000","1472569200.000000000","1475219988.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search9_1475219988.239","| tstats summariesonly=t count FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview  Web.ua_mobile!="""" GROUPBY Web.http_session,Web.ua_mobile | dedup Web.http_session  | top Web.ua_mobile countfield=Sessions | eval percent=round(percent, 2) | eval percent=percent.""%"" | rename percent AS ""% Sessions"" | rename Web.ua_mobile AS ""Device""",testingserver,"1475219988.773954",0,604,1475219989,10,25043,completed,"1.484000",search9,"1472569200.000000000","1475219988.000000000","1472569200.000000000","1475219988.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search13_1475219988.241","| tstats summariesonly=t count FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session,Web.ua_os_family | dedup Web.http_session  | top Web.ua_os_family countfield=Sessions | eval percent=round(percent, 2) | eval percent=percent.""%"" | rename percent AS ""% Sessions"" | rename Web.ua_os_family AS ""Operating System""",testingserver,"1475219988.954561",0,1377,1475219991,10,25043,completed,"0.361000",search13,"1472569200.000000000","1475219988.000000000","1472569200.000000000","1475219988.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search6_1475220208.242","|inputlookup WA_settings.csv | search key=site | fields value source | dedup value",testingserver,"1475220208.080724",0,0,1475220208,1,0,completed,"0.013000",search6,,,,,,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search4_1475220208.243","| tstats summariesonly=t max(Web.http_session_pageviews) AS http_session_pageviews,max(Web.http_session_duration) AS http_session_duration,first(Web.http_session_channel) AS http_session_channel FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session | stats count(eval(http_session_pageviews=1)) AS Bounces, count(eval(http_session_pageviews>1)) AS NonBounces,avg(http_session_pageviews) AS ""Pages/Session"", avg(http_session_duration) AS ""Avg. Session Duration"", count AS Sessions, sum(http_session_pageviews) AS Pageviews, sum(Duration) AS Duration by http_session_channel | eval Bouncerate=round(100*(Bounces/(Bounces+NonBounces)),2) | fields http_session_channel Bouncerate ""Pages/Session"" ""Avg. Session Duration"" Sessions Pageviews Duration Bounces NonBounces | eval Bouncerate=Bouncerate.""%"" | rename http_session_channel as ""Channel"" | eval ""Pages/Session""=round('Pages/Session',2) | eval ""Avg. Session Duration""=round('Avg. Session Duration',2) | appendpipe [stats sum(Sessions) AS Sessions, sum(Pageviews) as Pageviews, sum(Duration) as Duration, sum(Bounces) as Bounces, sum(NonBounces) as NonBounces |  eval ""Pages/Session""=round(Pageviews/Sessions,2) | eval ""Avg. Session Duration""=round(Duration/Sessions,2)|  eval Bouncerate=round(100*(Bounces/NonBounces),2).""%"" ] | fields - Sessions Pageviews Duration Bounces NonBounces",testingserver,"1475220208.608089",0,1377,1475220208,5,25043,completed,"0.526000",search4,"1472569200.000000000","1475220208.000000000","1472569200.000000000","1475220208.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__base1_1475220208.244","| tstats summariesonly=t first(Web.http_session_channel) AS http_session_channel FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY Web.http_session",testingserver,"1475220208.644007",0,1377,1475220208,533,25043,completed,"0.501000",base1,"1472569200.000000000","1475220208.000000000","1472569200.000000000","1475220208.000000000",,,,,,,,,,,,,,,,
"admin__admin__SplunkAppForWebAnalytics__search2_1475220208.245","| tstats summariesonly=t prestats=t dc(Web.http_session) AS Sessions FROM datamodel=Web WHERE Web.site=""*"" ""Web.eventtype""=pageview GROUPBY _time,Web.http_session_channel span=1d | timechart usenull=f span=1d dc(Web.http_session) AS Sessions by Web.http_session_channel",testingserver,"1475220208.664140",0,1377,1475220208,31,25043,completed,"0.480000",search2,"1472569200.000000000","1475220208.000000000","1472569200.000000000","1475220208.000000000",,,,,,,,,,,,,,,,
